Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
CENTRO RESIDENCES,59 Ang Mo Kio Avenue 8  #28-04,1,84,Strata,1350000,-,16071,1493,18-Jul-19,Condominium,99 Yrs From 11/12/2007,2014,Resale,HDB,20,56,567752,North East Region,Ang Mo Kio
HORIZON GARDENS,611 Ang Mo Kio Avenue 2,1,282,Strata,1880000,-,6667,619,18-Jul-19,Terrace House,99 Yrs From 23/06/1995,2002,Resale,Private,20,56,567961,North East Region,Ang Mo Kio
THE PANORAMA,10 Ang Mo Kio Avenue 2  #05-08,1,105,Strata,1680000,-,16000,1486,15-Jul-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,Private,20,56,567696,North East Region,Ang Mo Kio
CABANA,239 Sunrise Terrace,1,310,Strata,1900000,-,6129,569,15-Jul-19,Terrace House,103 Yrs From 23/04/2009,2013,Resale,HDB,28,80,805334,North East Region,Ang Mo Kio
LENTOR VIEW,29 Lentor Vale,1,330,Land,3500000,-,10603,985,15-Jul-19,Semi-Detached House,Freehold,1992,Resale,Private,26,78,788869,North East Region,Ang Mo Kio
CENTRO RESIDENCES,59 Ang Mo Kio Avenue 8  #13-09,1,81,Strata,1240000,-,15309,1422,15-Jul-19,Condominium,99 Yrs From 11/12/2007,2014,Resale,Private,20,56,567752,North East Region,Ang Mo Kio
CASTLE GREEN,487 Yio Chu Kang Road  #06-13,1,88,Strata,828000,-,9409,874,11-Jul-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,Private,26,78,787059,North East Region,Ang Mo Kio
CENTRO RESIDENCES,59 Ang Mo Kio Avenue 8  #29-04,1,84,Strata,1360000,-,16190,1504,9-Jul-19,Condominium,99 Yrs From 11/12/2007,2014,Resale,HDB,20,56,567752,North East Region,Ang Mo Kio
GRANDEUR 8,8 Ang Mo Kio Central 3  #06-09,1,111,Strata,1280000,-,11532,1071,9-Jul-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,Private,20,56,567744,North East Region,Ang Mo Kio
NUOVO,25 Ang Mo Kio Avenue 9  #17-14,1,244,Strata,1860000,-,7623,708,9-Jul-19,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,20 Jalan Telang,1,190,Land,3450000,-,18158,1687,30-Jul-19,Terrace House,Freehold,Unknown,Resale,Private,20,57,576690,North East Region,Ang Mo Kio
THE PANORAMA,20 Ang Mo Kio Avenue 2  #08-40,1,94,Strata,1520000,-,16170,1502,30-Jul-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,Private,20,56,567701,North East Region,Ang Mo Kio
BULLION PARK,168 Lentor Loop  #12-04,1,115,Strata,1428000,-,12417,1154,29-Jul-19,Condominium,Freehold,1993,Resale,Private,26,78,789098,North East Region,Ang Mo Kio
LATTICE ONE,1 Seraya Crescent  #03-03,1,52,Strata,1008000,-,19385,1801,29-Jul-19,Apartment,Freehold,Uncompleted,New Sale,N.A,20,57,575811,North East Region,Ang Mo Kio
SUNRISE GARDENS,57 Sunrise Avenue  #01-04,1,135,Strata,1185000,-,8778,815,29-Jul-19,Condominium,99 Yrs From 24/06/1995,1998,Resale,HDB,28,80,806748,North East Region,Ang Mo Kio
CHIP THYE GARDEN,2A Yio Chu Kang Gardens,1,179,Land,3060000,-,17114,1590,26-Jul-19,Terrace House,Freehold,2010,Resale,Private,20,56,568166,North East Region,Ang Mo Kio
CASTLE GREEN,483 Yio Chu Kang Road  #06-04,1,88,Strata,840000,-,9545,887,25-Jul-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,Private,26,78,787057,North East Region,Ang Mo Kio
THE PANORAMA,16 Ang Mo Kio Avenue 2  #15-23,1,42,Strata,710000,-,16905,1570,25-Jul-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,HDB,20,56,567699,North East Region,Ang Mo Kio
CENTRO RESIDENCES,59 Ang Mo Kio Avenue 8  #23-12,1,93,Strata,1470000,-,15806,1468,25-Jul-19,Condominium,99 Yrs From 11/12/2007,2014,Resale,HDB,20,56,567752,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,626 Upper Thomson Road  #01-19,1,165,Strata,1880000,-,11394,1059,23-Jul-19,Condominium,Freehold,2012,Resale,Private,26,78,787130,North East Region,Ang Mo Kio
LATTICE ONE,1 Seraya Crescent  #02-02,1,57,Strata,1099000,-,19281,1791,23-Jul-19,Apartment,Freehold,Uncompleted,New Sale,N.A,20,57,575811,North East Region,Ang Mo Kio
LATTICE ONE,3 Seraya Crescent  #01-07,1,80,Strata,1512000,-,18900,1756,18-Aug-19,Apartment,Freehold,Uncompleted,New Sale,N.A,20,57,575872,North East Region,Ang Mo Kio
THE CALROSE,515 Yio Chu Kang Road  #01-50,1,129,Strata,1668888,-,12937,1202,16-Aug-19,Condominium,Freehold,2007,Resale,N.A,26,78,787083,North East Region,Ang Mo Kio
SUNRISE GARDENS,57 Sunrise Avenue  #03-10,1,119,Strata,950000,-,7983,742,16-Aug-19,Condominium,99 Yrs From 24/06/1995,1998,Resale,HDB,28,80,806748,North East Region,Ang Mo Kio
THE CALROSE,517 Yio Chu Kang Road  #01-69,1,131,Strata,1820000,-,13893,1291,13-Aug-19,Condominium,Freehold,2007,Resale,HDB,26,78,787084,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,628 Upper Thomson Road  #01-59,1,190,Strata,2168800,-,11415,1060,13-Aug-19,Condominium,Freehold,2012,Resale,N.A,26,78,787131,North East Region,Ang Mo Kio
THE PANORAMA,16 Ang Mo Kio Avenue 2  #02-27,1,44,Strata,680000,-,15455,1436,6-Aug-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,N.A,20,56,567699,North East Region,Ang Mo Kio
LATTICE ONE,1 Seraya Crescent  #01-05,1,50,Strata,969000,-,19380,1800,4-Aug-19,Apartment,Freehold,Uncompleted,New Sale,N.A,20,57,575811,North East Region,Ang Mo Kio
LATTICE ONE,1 Seraya Crescent  #04-03,1,52,Strata,1014000,-,19500,1812,3-Aug-19,Apartment,Freehold,Uncompleted,New Sale,N.A,20,57,575811,North East Region,Ang Mo Kio
BULLION PARK,162 Lentor Loop  #08-05,1,75,Strata,868000,-,11573,1075,2-Aug-19,Condominium,Freehold,1992,Resale,HDB,26,78,789095,North East Region,Ang Mo Kio
GRANDEUR 8,2 Ang Mo Kio Central 3  #02-01,1,147,Strata,1270000,-,8639,803,1-Aug-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,Private,20,56,567741,North East Region,Ang Mo Kio
TEACHER'S HOUSING ESTATE,7 Tagore Avenue,1,167,Land,1900000,-,11350,1054,31-Jul-19,Terrace House,999 Yrs From 02/12/1885,Unknown,Resale,HDB,26,78,787646,North East Region,Ang Mo Kio
NUOVO,21 Ang Mo Kio Avenue 9  #10-02,1,132,Strata,1288000,-,9758,907,30-Aug-19,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,N.A,20,56,569786,North East Region,Ang Mo Kio
THE PANORAMA,8 Ang Mo Kio Avenue 2  #18-04,1,74,Strata,1200000,-,16216,1507,30-Aug-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,HDB,20,56,567695,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,30 Casuarina Road,1,137,Land,2800000,-,20438,1899,30-Aug-19,Terrace House,Freehold,Uncompleted,New Sale,HDB,20,57,579418,North East Region,Ang Mo Kio
GRANDEUR 8,2 Ang Mo Kio Central 3  #03-04,1,117,Strata,1260000,-,10769,1000,30-Aug-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,N.A,20,56,567741,North East Region,Ang Mo Kio
SEASONS PARK,499 Yio Chu Kang Road  #15-06,1,143,Strata,1500000,-,10490,974,29-Aug-19,Condominium,99 Yrs From 01/03/1995,1997,Resale,N.A,26,78,787082,North East Region,Ang Mo Kio
THOMSON HILLS ESTATE,6 Serenade Walk,1,189,Land,2600000,-,13735,1276,29-Aug-19,Terrace House,Freehold,1988,Resale,N.A,20,57,575755,North East Region,Ang Mo Kio
GRANDEUR 8,2 Ang Mo Kio Central 3  #15-03,1,114,Strata,1380000,-,12105,1125,29-Aug-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,HDB,20,56,567741,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,626 Upper Thomson Road  #05-33,1,241,Strata,2350000,-,9751,906,28-Aug-19,Condominium,Freehold,2012,Resale,HDB,26,78,787130,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,632 Upper Thomson Road  #10-81,1,111,Strata,1430000,-,12883,1197,27-Aug-19,Condominium,Freehold,2012,Resale,HDB,26,78,787133,North East Region,Ang Mo Kio
THE CALROSE,521 Yio Chu Kang Road  #02-83,1,130,Strata,1988000,-,15292,1421,27-Aug-19,Condominium,Freehold,2007,Resale,HDB,26,78,787086,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,630 Upper Thomson Road  #01-73,1,251,Strata,2625000,-,10458,972,27-Aug-19,Condominium,Freehold,2012,Resale,N.A,26,78,787132,North East Region,Ang Mo Kio
ISLAND COUNTRY VILLAS,68 Old Upper Thomson Road,1,238,Land,2068000,-,8700,808,27-Aug-19,Semi-Detached House,99 Yrs From 28/08/1995,1999,Resale,N.A,20,57,574049,North East Region,Ang Mo Kio
NUOVO,23 Ang Mo Kio Avenue 9  #05-09,1,119,Strata,1080000,-,9076,843,26-Aug-19,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio
LENTOR VIEW,32 Lentor Place,1,249,Land,2870000,-,11549,1073,26-Aug-19,Terrace House,Freehold,1992,Resale,HDB,26,78,789019,North East Region,Ang Mo Kio
THE PANORAMA,16 Ang Mo Kio Avenue 2  #12-21,1,72,Strata,1138000,-,15806,1468,23-Aug-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,N.A,20,56,567699,North East Region,Ang Mo Kio
THOMSON GROVE,588 Yio Chu Kang Road  #08-03,1,269,Strata,2680000,-,9963,926,23-Aug-19,Condominium,Freehold,1984,Resale,N.A,26,78,787072,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,626 Upper Thomson Road  #05-24,1,118,Strata,1590000,-,13475,1252,23-Aug-19,Condominium,Freehold,2012,Resale,HDB,26,78,787130,North East Region,Ang Mo Kio
ALANA,62 Sunrise Terrace,1,286,Strata,2288000,-,8000,743,23-Aug-19,Terrace House,103 Yrs From 12/08/2013,2018,Sub Sale,HDB,28,80,806375,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,43 Jalan Tarum,1,321,Land,3650000,-,11371,1056,22-Aug-19,Semi-Detached House,Freehold,Unknown,Resale,N.A,20,57,576761,North East Region,Ang Mo Kio
LATTICE ONE,3 Seraya Crescent  #01-08,1,95,Strata,1816000,-,19116,1776,21-Aug-19,Apartment,Freehold,Uncompleted,New Sale,N.A,20,57,575872,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,78 Jalan Leban,1,187,Land,2120000,-,11343,1054,21-Aug-19,Terrace House,Freehold,1991,Resale,Private,20,57,577615,North East Region,Ang Mo Kio
SUNRISE GARDENS,57 Sunrise Avenue  #03-02,1,119,Strata,920000,-,7731,718,21-Aug-19,Condominium,99 Yrs From 24/06/1995,1998,Resale,N.A,28,80,806748,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,626 Upper Thomson Road  #01-25,1,137,Strata,1525000,-,11131,1034,21-Aug-19,Condominium,Freehold,2012,Resale,N.A,26,78,787130,North East Region,Ang Mo Kio
LATTICE ONE,1 Seraya Crescent  #03-01,1,81,Strata,1564000,-,19309,1794,20-Aug-19,Apartment,Freehold,Uncompleted,New Sale,HDB,20,57,575811,North East Region,Ang Mo Kio
THOMSON HILLS ESTATE,24 Thomson Terrace,1,205,Land,2600000,-,12695,1179,20-Aug-19,Terrace House,Freehold,Unknown,Resale,N.A,20,57,574555,North East Region,Ang Mo Kio
GRANDEUR 8,10 Ang Mo Kio Central 3  #07-16,1,104,Strata,1080000,-,10385,965,20-Aug-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,HDB,20,56,567745,North East Region,Ang Mo Kio
LATTICE ONE,1 Seraya Crescent  #02-05,1,50,Strata,974000,-,19480,1810,7-Sep-19,Apartment,Freehold,Uncompleted,New Sale,HDB,20,57,575811,North East Region,Ang Mo Kio
CASTLE GREEN,487 Yio Chu Kang Road  #01-07,1,148,Strata,1180000,-,7973,741,6-Sep-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,HDB,26,78,787059,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,112 Nemesu Avenue,1,139,Land,2880000,-,20660,1919,6-Sep-19,Terrace House,Freehold,Unknown,Resale,HDB,20,57,576338,North East Region,Ang Mo Kio
GRANDEUR 8,6 Ang Mo Kio Central 3  #12-07,1,114,Strata,1290000,-,11316,1051,6-Sep-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,N.A,20,56,567743,North East Region,Ang Mo Kio
ALANA,142 Sunrise Terrace,1,256,Strata,2280270,2271924,8875,824,6-Sep-19,Terrace House,103 Yrs From 12/08/2013,2018,New Sale,HDB,28,80,804548,North East Region,Ang Mo Kio
ADANA @ THOMSON,8 Old Upper Thomson Road  #04-05,1,107,Strata,1900000,-,17757,1650,3-Sep-19,Apartment,Freehold,2018,Resale,N.A,20,57,573868,North East Region,Ang Mo Kio
N.A.,36 Mayflower Lane,1,188,Land,2263000,-,12037,1118,25-Sep-19,Terrace House,Freehold,Unknown,Resale,N.A,20,56,568766,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,51 Jalan Gelenggang,1,248,Land,2550000,-,10286,956,24-Sep-19,Terrace House,Freehold,Unknown,Resale,N.A,20,57,578225,North East Region,Ang Mo Kio
FAR HORIZON GARDENS,13 Ang Mo Kio Avenue 9  #03-08,1,115,Strata,910000,-,7913,735,20-Sep-19,Condominium,99 Yrs From 08/03/1982,1986,Resale,N.A,20,56,569764,North East Region,Ang Mo Kio
MAYFLOWER GARDENS,42 Mayflower Way,1,189,Land,2390000,-,12625,1173,20-Sep-19,Terrace House,Freehold,Unknown,Resale,N.A,20,56,568526,North East Region,Ang Mo Kio
NUOVO,25 Ang Mo Kio Avenue 9  #03-13,1,129,Strata,1238000,-,9597,892,19-Sep-19,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio
GRANDEUR 8,10 Ang Mo Kio Central 3  #18-13,1,160,Strata,1333000,-,8331,774,19-Sep-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,HDB,20,56,567745,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,91 Casuarina Road,1,139,Land,2635000,-,18902,1756,17-Sep-19,Terrace House,Freehold,Unknown,Resale,N.A,20,57,579479,North East Region,Ang Mo Kio
SEASONS PARK,491 Yio Chu Kang Road  #09-01,1,120,Strata,1188000,-,9900,920,13-Sep-19,Condominium,99 Yrs From 01/03/1995,1997,Resale,HDB,26,78,787078,North East Region,Ang Mo Kio
THE PANORAMA,20 Ang Mo Kio Avenue 2  #16-35,1,74,Strata,1190000,-,16081,1494,13-Sep-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,N.A,20,56,567701,North East Region,Ang Mo Kio
GRANDEUR 8,6 Ang Mo Kio Central 3  #04-07,1,113,Strata,1200000,-,10619,987,11-Sep-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,N.A,20,56,567743,North East Region,Ang Mo Kio
SEASONS PARK,499 Yio Chu Kang Road  #04-07,1,103,Strata,955000,-,9272,861,11-Oct-19,Condominium,99 Yrs From 01/03/1995,1997,Resale,HDB,26,78,787082,North East Region,Ang Mo Kio
THE PANORAMA,8 Ang Mo Kio Avenue 2  #12-02,1,94,Strata,1565000,-,16649,1547,9-Oct-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,HDB,20,56,567695,North East Region,Ang Mo Kio
GRANDEUR 8,12 Ang Mo Kio Central 3  #18-20,1,116,Strata,1330000,-,11466,1065,9-Oct-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,HDB,20,56,567746,North East Region,Ang Mo Kio
GRANDE VISTA,4 Cactus Drive  #03-01,1,188,Strata,1930000,-,10266,954,9-Oct-19,Condominium,999 Yrs From 05/05/1886,1992,Resale,N.A,28,80,809684,North East Region,Ang Mo Kio
CENTRO RESIDENCES,59 Ang Mo Kio Avenue 8  #31-12,1,93,Strata,1495000,-,16075,1493,8-Oct-19,Condominium,99 Yrs From 11/12/2007,2014,Resale,N.A,20,56,567752,North East Region,Ang Mo Kio
GRANDEUR 8,12 Ang Mo Kio Central 3  #17-20,1,116,Strata,1208000,-,10414,967,7-Oct-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,HDB,20,56,567746,North East Region,Ang Mo Kio
SUNRISE VILLA,120 Sunrise Avenue,1,193,Land,2850000,-,14744,1370,7-Oct-19,Terrace House,Freehold,2008,Resale,N.A,28,80,806731,North East Region,Ang Mo Kio
THE PANORAMA,10 Ang Mo Kio Avenue 2  #05-12,1,106,Strata,1680000,-,15849,1472,4-Oct-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,N.A,20,56,567696,North East Region,Ang Mo Kio
HORIZON GREEN,715 Ang Mo Kio Avenue 2,1,314,Strata,1880000,-,5987,556,3-Oct-19,Terrace House,99 Yrs From 23/06/1995,2003,Resale,N.A,20,56,567769,North East Region,Ang Mo Kio
THE PANORAMA,18 Ang Mo Kio Avenue 2  #07-34,1,40,Strata,675000,-,16875,1568,3-Oct-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,HDB,20,56,567700,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,9 Jalan Chengam,1,516,Land,4300000,-,8337,774,2-Oct-19,Detached House,Freehold,Unknown,Resale,N.A,20,57,578293,North East Region,Ang Mo Kio
FAR HORIZON GARDENS,13 Ang Mo Kio Avenue 9  #02-05,1,107,Strata,950000,-,8879,825,2-Oct-19,Condominium,99 Yrs From 08/03/1982,1986,Resale,HDB,20,56,569764,North East Region,Ang Mo Kio
BANYAN VILLAS,50 Lentor Plain,1,183,Land,2780000,-,15208,1413,30-Sep-19,Terrace House,Freehold,2003,Resale,N.A,26,78,786552,North East Region,Ang Mo Kio
ATELIER VILLAS,53 Yio Chu Kang Drive,1,301,Strata,1980000,-,6578,611,27-Sep-19,Terrace House,Freehold,2008,Resale,HDB,26,78,786305,North East Region,Ang Mo Kio
GRANDEUR 8,2 Ang Mo Kio Central 3  #12-01,1,114,Strata,1330000,-,11667,1084,27-Sep-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,HDB,20,56,567741,North East Region,Ang Mo Kio
THE CALROSE,511 Yio Chu Kang Road  #05-03,1,167,Strata,1440000,-,8623,801,29-Oct-19,Condominium,Freehold,2007,Resale,N.A,26,78,787066,North East Region,Ang Mo Kio
NUOVO,25 Ang Mo Kio Avenue 9  #06-16,1,104,Strata,1058000,-,10173,945,29-Oct-19,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,N.A,20,56,569788,North East Region,Ang Mo Kio
HORIZON GARDENS,465 Ang Mo Kio Avenue 2,1,277,Strata,2030000,-,7329,681,25-Oct-19,Terrace House,99 Yrs From 23/06/1995,2002,Resale,N.A,20,56,567888,North East Region,Ang Mo Kio
THE PANORAMA,8 Ang Mo Kio Avenue 2  #08-03,1,145,Strata,2350000,-,16207,1506,25-Oct-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,N.A,20,56,567695,North East Region,Ang Mo Kio
THE PANORAMA,8 Ang Mo Kio Avenue 2  #07-04,1,74,Strata,1170000,-,15811,1469,22-Oct-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,HDB,20,56,567695,North East Region,Ang Mo Kio
MEADOWS @ PEIRCE,626 Upper Thomson Road  #01-02,1,115,Strata,1410000,-,12261,1139,22-Oct-19,Condominium,Freehold,2012,Resale,N.A,26,78,787130,North East Region,Ang Mo Kio
CASTLE GREEN,487 Yio Chu Kang Road  #02-09,1,88,Strata,828000,-,9409,874,22-Oct-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,N.A,26,78,787059,North East Region,Ang Mo Kio
LENTOR VILLAS,56 Lentor Crescent,1,461,Land,4800000,-,10405,967,18-Oct-19,Terrace House,Freehold,1997,Resale,N.A,26,78,786722,North East Region,Ang Mo Kio
THE CALROSE,515 Yio Chu Kang Road  #01-52,1,129,Strata,1640000,-,12713,1181,17-Oct-19,Condominium,Freehold,2007,Resale,HDB,26,78,787083,North East Region,Ang Mo Kio
BULLION PARK,168 Lentor Loop  #11-02,1,75,Strata,950000,-,12667,1177,17-Oct-19,Condominium,Freehold,1993,Resale,N.A,26,78,789098,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,91 Nemesu Avenue,1,209,Land,2950000,-,14128,1313,17-Oct-19,Semi-Detached House,Freehold,Unknown,Resale,N.A,20,57,576323,North East Region,Ang Mo Kio
RED BRICK VILLAS,31A Thomson Hill,1,311,Land,4000000,-,12858,1195,11-Nov-19,Semi-Detached House,Freehold,1990,Resale,N.A,20,57,574800,North East Region,Ang Mo Kio
SELETAR GARDEN,14 Cactus Crescent,1,368,Land,4500000,-,12232,1136,11-Nov-19,Semi-Detached House,Freehold,1985,Resale,N.A,28,80,809720,North East Region,Ang Mo Kio
CASTLE GREEN,485 Yio Chu Kang Road  #01-13,1,121,Strata,915888,-,7569,703,11-Nov-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,N.A,26,78,787058,North East Region,Ang Mo Kio
N.A.,34 Mayflower Terrace,1,188,Land,2500000,-,13312,1237,8-Nov-19,Terrace House,Freehold,Unknown,Resale,N.A,20,56,568577,North East Region,Ang Mo Kio
ST NICHOLAS VIEW,99 St. Nicholas View,1,156,Land,1700000,-,10877,1010,7-Nov-19,Terrace House,99 Yrs From 07/11/1995,1999,Resale,N.A,20,56,568039,North East Region,Ang Mo Kio
SEMBAWANG HILLS ESTATE,65 Casuarina Road,1,139,Land,1800000,-,12912,1200,5-Nov-19,Terrace House,Freehold,Unknown,Resale,HDB,20,57,579453,North East Region,Ang Mo Kio
GRANDEUR 8,18 Ang Mo Kio Central 3  #13-31,1,114,Strata,1338000,-,11737,1090,4-Nov-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,HDB,20,56,567749,North East Region,Ang Mo Kio
THE PANORAMA,8 Ang Mo Kio Avenue 2  #09-03,1,145,Strata,2330000,-,16069,1493,31-Oct-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,N.A,20,56,567695,North East Region,Ang Mo Kio
TEACHER'S HOUSING ESTATE,43 Munshi Abdullah Avenue,1,167,Land,2570000,-,15352,1426,29-Nov-19,Terrace House,999 Yrs From 02/12/1885,Unknown,Resale,N.A,26,78,788642,North East Region,Ang Mo Kio
FAR HORIZON GARDENS,7 Ang Mo Kio Avenue 9  #04-08,1,107,Strata,950000,-,8879,825,28-Nov-19,Condominium,99 Yrs From 08/03/1982,1986,Resale,N.A,20,56,569761,North East Region,Ang Mo Kio
NUOVO,21 Ang Mo Kio Avenue 9  #08-01,1,129,Strata,1230000,-,9535,886,28-Nov-19,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,N.A,20,56,569786,North East Region,Ang Mo Kio
ST NICHOLAS VIEW,47 St. Nicholas View,1,150,Land,1780000,-,11867,1102,26-Nov-19,Terrace House,99 Yrs From 07/11/1995,1999,Resale,N.A,20,56,568010,North East Region,Ang Mo Kio
THE PANORAMA,16 Ang Mo Kio Avenue 2  #16-20,1,42,Strata,722000,-,17190,1597,26-Nov-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,HDB,20,56,567699,North East Region,Ang Mo Kio
THE CALROSE,511 Yio Chu Kang Road  #04-03,1,94,Strata,1390000,-,14787,1374,26-Nov-19,Condominium,Freehold,2007,Resale,HDB,26,78,787066,North East Region,Ang Mo Kio
GRANDEUR 8,16 Ang Mo Kio Central 3  #03-27,1,117,Strata,1200000,-,10256,953,25-Nov-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,N.A,20,56,567748,North East Region,Ang Mo Kio
ALANA,132 Sunrise Terrace,1,256,Strata,1750000,-,6836,635,22-Nov-19,Terrace House,103 Yrs From 12/08/2013,2018,Sub Sale,Private,28,80,804543,North East Region,Ang Mo Kio
HAPPY ESTATE,29 Thomson Walk,1,207,Land,3000000,-,14500,1347,21-Nov-19,Terrace House,Freehold,1984,Resale,N.A,20,57,574474,North East Region,Ang Mo Kio
CACTUS GREEN,17A Cactus Crescent,1,313,Land,2920000,-,9329,867,21-Nov-19,Semi-Detached House,Freehold,1998,Resale,N.A,28,80,809752,North East Region,Ang Mo Kio
N.A.,3 Sunrise Close,1,159,Land,2050000,-,12885,1197,20-Nov-19,Terrace House,Freehold,1988,Resale,N.A,28,80,806600,North East Region,Ang Mo Kio
N.A.,34 Mayflower Way,1,189,Land,2430000,-,12864,1195,19-Nov-19,Terrace House,Freehold,Unknown,Resale,N.A,20,56,568522,North East Region,Ang Mo Kio
THE PANORAMA,10 Ang Mo Kio Avenue 2  #15-10,1,73,Strata,1165000,-,15959,1483,19-Nov-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,N.A,20,56,567696,North East Region,Ang Mo Kio
THE CALROSE,515 Yio Chu Kang Road  #05-48,1,151,Strata,1378000,-,9126,848,18-Nov-19,Condominium,Freehold,2007,Resale,N.A,26,78,787083,North East Region,Ang Mo Kio
LATTICE ONE,3 Seraya Crescent  #02-10,1,80,Strata,1506000,-,18825,1749,17-Nov-19,Apartment,Freehold,Uncompleted,New Sale,N.A,20,57,575872,North East Region,Ang Mo Kio
RAINTREE VALLEY,7 Munshi Abdullah Walk,1,235,Land,2830000,-,12022,1117,15-Nov-19,Terrace House,Freehold,1991,Resale,N.A,26,78,788587,North East Region,Ang Mo Kio
GRANDEUR 8,12 Ang Mo Kio Central 3  #12-20,1,116,Strata,1280000,-,11034,1025,15-Nov-19,Condominium,99 Yrs From 16/07/2002,2005,Resale,N.A,20,56,567746,North East Region,Ang Mo Kio
THE PANORAMA,16 Ang Mo Kio Avenue 2  #09-20,1,42,Strata,690000,-,16429,1526,15-Nov-19,Condominium,99 Yrs From 08/04/2013,2017,Resale,HDB,20,56,567699,North East Region,Ang Mo Kio
SELETAR GARDEN,42 Cactus Road,1,176,Land,2380000,-,13507,1255,14-Nov-19,Terrace House,Freehold,1985,Resale,HDB,28,80,809598,North East Region,Ang Mo Kio
