buildingId,location,buildingType,maxOccupancy,units
93,"POLYGON ((-2036.296440617548 4226.004812262966, -2026.392337237697 4319.055896362254, -1941.8003591481286 4328.389582226862, -1942.9881932558935 4232.41456867722, -2036.296440617548 4226.004812262966), (-1982.356870456362 4283.671917661424, -1990.0225982554587 4282.826098745539, -1991.475259848916 4269.178044912053, -1982.528647399753 4269.792627311287, -1982.356870456362 4283.671917661424))",Commercial,,"[833,863]"
94,"POLYGON ((2446.1511481937246 4154.937333813432, 2453.299359082565 4115.581227793036, 2384.527293351759 4103.090225028427, 2397.3562619243994 4204.823375458242, 2437.041960628468 4199.818845673144, 2431.0360179893332 4152.191987557447, 2446.1511481937246 4154.937333813432))",Residental,10,"[21,302,316]"
95,"POLYGON ((-4563.733599344382 4947.712155958049, -4603.381091914158 4953.010866454914, -4593.670369249241 5082.890025961825, -4553.696730765108 5081.438052704536, -4563.733599344382 4947.712155958049))",Residental,17,"[1360,1386,1581,1651,1704,1724]"
96,"POLYGON ((-1096.1841945036642 5883.061454280947, -1136.1769407695876 5882.299715408726, -1136.9556425692251 5923.183047775505, -1192.5651144489095 5924.3782532854075, -1191.7055993287763 5964.369017641171, -1097.6943680166492 5962.3484492405205, -1096.1841945036642 5883.061454280947))",Commercial,,
97,"POLYGON ((2430.3007128857344 4002.672838365408, 2390.700612321071 4008.314826957077, 2395.8072432225435 4044.157348429658, 2381.835375803416 4041.6196518706774, 2374.6871649145755 4080.9757578910735, 2443.230578088329 4093.4252307162815, 2430.3007128857344 4002.672838365408))",Residental,4,"[49,337]"
98,"POLYGON ((-3281.3999496771057 5887.159287292962, -3281.6022591606743 5927.158775675601, -3198.846929612923 5927.577335728749, -3198.6446201293543 5887.5778473461105, -3281.3999496771057 5887.159287292962))",Commercial,,
99,"POLYGON ((-4104.790275517536 7287.051597857538, -4144.012653514836 7294.900487220818, -4135.9037373155215 7335.422268277623, -4149.088701587275 7334.035460813875, -4148.514260682063 7273.798458678241, -4188.5124419681415 7273.417022174926, -4189.433610798667 7370.012595902745, -4086.011917018413 7380.890591010787, -4104.790275517536 7287.051597857538))",Residental,10,"[1418,1612,1623,1677,1713]"
100,"POLYGON ((2289.900168213831 4352.248427902217, 2292.7137968300917 4319.459153810105, 2198.1265922498255 4311.342680575854, 2199.606228779481 4389.311357308744, 2300.4966990803255 4392.6170957153645, 2301.5578503253887 4360.230973461924, 2343.127430846327 4363.3330671905, 2343.2294449770757 4404.864388769202, 2383.229324307665 4404.76613634754, 2383.036340931562 4326.200014248105, 2292.824577087587 4319.468039968904, 2289.900168213831 4352.248427902217))",Residental,,
101,"POLYGON ((-4107.840234025539 7249.629667823477, -4009.030065572414 7252.9377343882925, -4004.980799416316 7308.128644065558, -3965.088025025308 7305.20177690285, -3971.767401842535 7214.1628408564175, -4190.2097073384775 7209.327154770187, -4188.515519058836 7273.05591333585, -4148.529646135532 7271.9929144828575, -4149.128186289446 7249.478167202998, -4107.840234025539 7249.629667823477))",Commercial,48,[1804]
102,"POLYGON ((-988.7694810964637 2440.860382989333, -985.369817875976 2401.0051162108102, -1067.2895899848745 2394.017341224458, -1134.2130339013497 2378.0096008772866, -1143.518331256158 2416.9121900088417, -1073.6777883959157 2433.617685279043, -988.7694810964637 2440.860382989333))",Residental,10,"[543,732,768]"
103,"POLYGON ((2610 4000, 2610 4200, 2650 4200, 2650 3900, 2610 3900, 2610 4000))",Commercial,,[404]
104,"POLYGON ((-4546.135883063272 7201.286799259708, -4542.224918394995 7371.859324046637, -4390.077513204875 7379.233897791906, -4297.021617310811 7370.784078481137, -4300.638883036327 7330.947971885851, -4391.574486838429 7339.205260837411, -4504.708342275103 7335.268778158356, -4504.33304146063 7156.594201056272, -4456.739238622498 7149.448816708067, -4462.6779889113595 7109.892132759503, -4542.98976254446 7121.949553181364, -4546.135883063272 7201.286799259708))",Commercial,,
105,"POLYGON ((-2678.017124931307 6264.445876543867, -2676.660473011468 6288.277900418085, -2687.1868798628143 6288.898265912958, -2684.8335945970375 6328.828981514583, -2586.4567990138926 6323.031222570069, -2579.471112226559 6258.836087042397, -2678.017124931307 6264.445876543867))",Residental,4,"[1036,1076]"
106,"POLYGON ((-1277.5895895551862 3684.466469271847, -1281.5233500614395 3762.550622443312, -1205.3051114096327 3762.0687139768884, -1201.8020287444356 3681.2955739093036, -1277.5895895551862 3684.466469271847))",Commercial,,[882]
107,"POLYGON ((2334.8808461599683 4188.961640220898, 2307.8526008851463 4188.009944856496, 2303.9008881240184 4300.238989736393, 2382.456556922357 4306.10113807827, 2364.081326997141 4100.809798903907, 2216.391100440862 4101.054881887878, 2196.2529787297917 4197.2344794899645, 2197.770612758223 4291.238636662145, 2283.9450349193767 4298.633213910218, 2287.8649876130507 4187.306158180629, 2247.889761068858 4185.898584828893, 2245.45017782264 4255.182997481882, 2237.182277293007 4254.473533726716, 2236.319911287526 4201.057500611702, 2248.9065967713245 4140.943535548604, 2328.806186216244 4140.789856934843, 2334.8808461599683 4188.961640220898))",Residental,,
108,"POLYGON ((-2659.169706555454 3037.7811874351123, -2657.4742481787403 3077.745239042686, -2555.3716573858837 3073.4135788160456, -2557.0671157625975 3033.4495272084714, -2659.169706555454 3037.7811874351123))",Residental,9,"[592,617,649,679]"
109,"POLYGON ((270.03527988115735 4657.458330140977, 270.2471492944261 4641.961342424692, 311.00612683194976 4645.144187126788, 314.1202230411798 4605.265591303971, 230.8340199916526 4598.7618204503015, 229.44341572086176 4700.476253742882, 318.33855980484657 4694.092650633187, 315.47351818631785 4654.195388364654, 270.03527988115735 4657.458330140977))",Commercial,,
110,"POLYGON ((-1868.5198142241875 6200.946394547269, -1860.530817482169 6240.14047485356, -1786.6580166621036 6225.082854915465, -1794.6470134041222 6185.888774609174, -1868.5198142241875 6200.946394547269))",Residental,12,"[919,1120,1156,1216,1265,1272]"
111,"POLYGON ((1206.1891674626186 3125.9840245197056, 1166.1973192192115 3126.7915355575888, 1167.7312344852203 3202.7584309418025, 1207.7230827286273 3201.9509199039194, 1206.1891674626186 3125.9840245197056))",Residental,8,"[185,264,296]"
112,"POLYGON ((2364.5926609876933 5029.215081170965, 2271.4855662692694 5020.706707988188, 2267.845427627564 5060.540731017116, 2407.405327859455 5073.294084734308, 2402.6252913207304 4996.27576605249, 2362.7021073631217 4998.753543824399, 2364.5926609876933 5029.215081170965))",Commercial,,
113,"POLYGON ((-39.87190106147624 4850.1175421742855, -42.42001666313151 4890.036298503618, 76.4984530264416 4897.627166451533, 79.04656862809686 4857.708410122201, -39.87190106147624 4850.1175421742855))",Commercial,,
114,"POLYGON ((295.5080409506816 4757.264471638927, 500.0567823805526 4751.981146707811, 500.0684140190672 4711.981148398999, 228.5448934558496 4720.592278202972, 220.97149691148877 4810.826793850252, 302.49717215485447 4796.187994515793, 295.5080409506816 4757.264471638927))",Residental,19,"[911,929,937,987,1068,1074,1075,1124,1224,1256]"
115,"POLYGON ((-1264.2056646802662 4895.7775982889925, -1266.391256470115 4818.723566711731, -1335.210452256781 4812.7120835980295, -1334.8021627504575 4890.508697305037, -1264.2056646802662 4895.7775982889925))",Commercial,,
116,"POLYGON ((-1884.456631678048 4505.6984680735195, -1845.7039293645564 4505.942269162394, -1843.5997108247304 4435.669947917645, -1922.5989111029694 4442.855068034942, -1924.4669293616128 4505.446755197795, -1884.456631678048 4505.6984680735195))",Commercial,,
117,"POLYGON ((-1398.9487121248371 1946.9828761615925, -1414.460088739525 1948.6763374220116, -1415.118288974585 1931.8452776944307, -1455.0877379793237 1933.408334397689, -1451.9085642632494 2014.7040554402688, -1391.708494064193 2013.3001588393968, -1398.9487121248371 1946.9828761615925))",Residental,9,"[121,122,229]"
118,"POLYGON ((-1886.432150054719 4612.595143754568, -1843.9182123876358 4612.708890499081, -1845.788779942901 4525.942131138588, -1924.939443822642 4525.444178302089, -1926.4362229620845 4612.488112194797, -1886.432150054719 4612.595143754568))",Commercial,,"[864,867]"
119,"POLYGON ((-563.3167618913616 1571.9632252708163, -571.9569442086481 1611.018919471842, -481.5166982911428 1631.026762874276, -472.87651597385627 1591.9710686732503, -563.3167618913616 1571.9632252708163))",Residental,3,[79]
120,"POLYGON ((-4545.438642241916 5158.0236850942665, -4553.645333137231 5082.150418645512, -4593.413381109853 5086.4518556667035, -4590.026091592316 5117.768341614748, -4639.742530932777 5117.484353064937, -4639.971013841517 5157.483700504119, -4545.438642241916 5158.0236850942665))",Residental,6,"[1618,1716]"
121,"POLYGON ((-490.4331159811378 4917.672913668032, -450.4364354276691 4917.1576033694955, -445.63169810803475 4644.07099071196, -485.576531282278 4641.970918646081, -490.4331159811378 4917.672913668032))",Commercial,,"[848,856]"
122,"POLYGON ((-1322.6271158310785 2110.423529778542, -1330.781422447527 2018.6197365461887, -1370.6245588141098 2022.1587313856696, -1350.6778058017721 2220.8649176890176, -1310.919347005388 2216.475731644172, -1322.6271158310785 2110.423529778542))",Residental,13,"[73,76,153,221,291]"
123,"POLYGON ((-4762.19066918826 5126.017307218212, -4759.362453541526 5165.917196895448, -4640.735188480385 5157.5085649446055, -4643.563404127119 5117.60867526737, -4762.19066918826 5126.017307218212))",School,384,[1350]
124,"POLYGON ((-440.468465188159 6321.9281534795355, -443.84696084442277 6282.071086764829, -491.11173619306885 6286.077498961508, -488.90841596370944 6254.579268271348, -528.8109119029139 6251.788064620273, -534.2734591346509 6329.879560612743, -440.468465188159 6321.9281534795355))",Commercial,57,[1348]
125,"POLYGON ((1402.9641123099352 4186.088839977039, 1401.3548616314936 4110.344672985096, 1559.8067981892136 4102.620642986762, 1652.23717346356 4109.524855789098, 1650.0452758205474 4136.735534606456, 1747.8837833517293 4144.616704918042, 1740.4044364098156 4077.160073965864, 1560.388973318899 4062.5585256792347, 1360.5444175276514 4072.623581482764, 1367.2227489877998 4275.657069266564, 1523.8831306870654 4252.53513665177, 1536.9996696668727 4156.313604310515, 1497.3662104870095 4150.910927803623, 1488.28027313816 4217.564396055335, 1405.0773331006374 4230.057679544502, 1402.9641123099352 4186.088839977039))",Commercial,,
126,"POLYGON ((-887.0888427074768 3788.3614293086953, -926.8968912804747 3792.2754130605576, -914.0548854202578 3962.9392768997113, -924.2807869953796 4055.481692566118, -884.5227764989828 4059.874937536342, -873.942014537889 3964.1211045586183, -887.0888427074768 3788.3614293086953))",Commercial,,
127,"POLYGON ((-4248.518324369324 7273.747778440896, -4249.053707606447 7329.889116749846, -4297.0158467739375 7330.75117962918, -4296.297010058333 7370.744720029803, -4209.4266120025 7369.183327089939, -4210.232083500258 7208.751247443605, -4288.078812248166 7204.326509959975, -4290.348712276346 7244.262052448616, -4249.240067098355 7246.598630570085, -4248.518324369324 7273.747778440896))",Residental,11,"[1429,1525,1631,1701]"
128,"POLYGON ((-3519.7198337375125 5027.580679848136, -3431.3772938340076 5039.0720960240815, -3440.2908703274315 4944.369578614488, -3525.2354096536383 4943.237777451476, -3519.7198337375125 5027.580679848136), (-3476.7481701581946 4983.887371922309, -3475.8957205170686 4992.944244552404, -3481.9509420073496 4992.156593775571, -3476.7481701581946 4983.887371922309))",Commercial,,
129,"POLYGON ((-4640.9075772576825 4614.755162893039, -4639.042021795755 4654.7116354953405, -4553.783011635188 4650.73091843689, -4555.648567097115 4610.774445834588, -4640.9075772576825 4614.755162893039))",Commercial,,[1785]
130,"POLYGON ((-2394.348073814716 2822.4082452517205, -2399.806216161614 2909.1136925915184, -2305.719543176542 2900.292606439017, -2307.513249672384 2827.2222604570375, -2394.348073814716 2822.4082452517205))",Residental,14,"[667,677,730,739,809]"
131,"POLYGON ((-2305.3844134116725 2827.11273464665, -2299.0832189375596 2866.613303607102, -2195.8487129179066 2850.145168691879, -2084.417219007984 2850.1448442363626, -2084.4173354761406 2810.144844236532, -2199.019160410526 2810.145177923114, -2305.3844134116725 2827.11273464665))",Residental,14,"[470,544,574,583,633,694]"
132,"POLYGON ((-877.4658388221277 4578.0199435508175, -878.8343793515746 4612.375293001076, -794.8109705511832 4617.322682636208, -798.7069742660034 4533.808599813682, -875.8668670151087 4537.879930150231, -877.4658388221277 4578.0199435508175))",Commercial,,"[860,869]"
133,"POLYGON ((2372.905767268833 4080.814785995167, 2372.9283875747046 4040.8147923911456, 2298.6141594663973 4040.7727671201656, 2298.591539160526 4080.772760724187, 2372.905767268833 4080.814785995167))",Residental,4,[340]
134,"POLYGON ((1360.3153825299617 3577.0706798333435, 1366.4505174085818 3763.154271296797, 1406.3919319401627 3760.990153643708, 1400.359931376913 3616.249517285471, 1446.2472480434094 3615.298702898557, 1445.418600470975 3575.3072870296396, 1360.3153825299617 3577.0706798333435))",Residental,3,[50]
135,"POLYGON ((1350.456807887348 3871.5466936384514, 1340.9151735588234 3661.5342167698695, 1257.625279881262 3659.5258070177115, 1257.8810112278657 3759.5413670515895, 1297.8808804721582 3759.4390907615566, 1297.7301897067034 3700.5045037465197, 1302.974854168691 3700.630970893819, 1308.8620764317911 3829.273445700557, 1194.566681842325 3819.4696778159914, 1193.7784994216056 3808.1188226243007, 1246.5262652672975 3809.5485785021833, 1247.6100881868936 3769.563264599715, 1150.8227865467595 3766.939793989998, 1156.9693885995102 3855.4588829568015, 1350.456807887348 3871.5466936384514))",Commercial,,
136,"POLYGON ((-124.3512777613337 4692.084815527075, -134.1472383717376 4691.286468015728, -131.02486937094397 4655.498185975723, -216.3058693578035 4648.057796676846, -205.38456280370397 4725.613412768729, -51.91753888301463 4730.156487408242, -39.9614598340442 4635.917545358195, -79.64337552579994 4630.883107253263, -87.2818894893974 4691.090594324531, -124.3512777613337 4692.084815527075))",Commercial,,[1338]
137,"POLYGON ((-532.6150791314344 5062.36997703967, -572.566373347979 5060.396632056378, -578.022867811112 5170.8659202615545, -550.6642608034609 5173.392661867596, -578.0432288830945 5171.178618547782, -587.6236226768694 5289.6502372025425, -512.016726396592 5289.391854291307, -510.54004284725806 5162.993758927341, -537.569669285457 5162.6779772330765, -532.6150791314344 5062.36997703967))",Residental,8,"[909,1092,1195,1260]"
138,"POLYGON ((1697.3801208230939 3236.2674787237875, 1686.4139150506912 3236.209412444504, 1687.1932730794301 3203.9012883402843, 1647.2049060612899 3202.9366623907486, 1645.4425918567908 3275.993029208104, 1738.259382466737 3276.484495974061, 1736.6168729734281 3200.548841516691, 1696.6262270717336 3201.413850398309, 1697.3801208230939 3236.2674787237875))",Residental,7,"[32,289]"
139,"POLYGON ((-4010.995999439667 5221.026991264725, -4111.322830522593 5223.992929560223, -4110.140836409462 5263.975461870177, -4057.7363343363536 5262.426240013198, -4066.0357101968993 5317.1169007970075, -4026.4884740066373 5323.1182431228235, -4010.995999439667 5221.026991264725))",Residental,20,"[1359,1364,1482,1561,1568,1689]"
140,"POLYGON ((-1478.0702808956946 2460.532987040922, -1471.7588432582716 2500.0319206334752, -1436.3105429797565 2494.3677237498746, -1443.0754033825476 2527.906649273101, -1403.8650608894284 2535.8154444766888, -1385.7035287809833 2445.7739304608926, -1478.0702808956946 2460.532987040922))",Residental,10,"[520,569,777,790]"
141,"POLYGON ((2451.067278451815 5413.726470156894, 2437.1650197524405 5348.168995876635, 2343.2674780037437 5326.5063811116715, 2354.7036728770818 5399.301112782087, 2394.219005707242 5393.093176625711, 2391.9725080400754 5378.793560652842, 2403.325232023881 5381.412688711086, 2414.322169584401 5501.942805745672, 2454.294505882284 5500.455415114745, 2451.067278451815 5413.726470156894))",Residental,5,"[146,189]"
