Origin,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
Mauritania,0,0,0,0,0,0,0,1,0,0,60,25,0,0,0,0,0,0,2397,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,563,0,97,0,0,2,204,1,0,0,3196,0,8993,0,0,0,0,8,30,0,0,0,0,147,0,0,0,2,0,0,0,24,18037,0,0,3468,0,0,19,115,0,0,0,0,1316,585,0,0,0,0,6,2,0,0,0,203,37,0,0,760,0,0,69,0,61,0,0,0,0,0,0,0,0,0,0,0,364,0,0,3,0,0,0,0,0,0,18063,9,0,0,0,8,0,0,0,0,0,1632,0,0,0,0,306,0,0,9,0,34196,0,59,0,0,0,1,0,0,8,0,0,42,0,0,0,21,0,0,0,0,0,51951,0,0,134,0,0,2,9,0,0,0,0,9426,0,0,0,0,0,0,0,0,68,109,0,0,0,0,0,148,0,0,538,20,0,0,0,0,109,0,190,163,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,1,0,53,27590,118,0,0,0,0,0,0,3355,0,0,28,0,0,0,1948,0,0,1,0,0,0,0,0,15300,0,0,0,0,5,660,2,0,0,0,2,0,0,0,0,13,55,121,0,0,8,0,5,0,0,0,4,0,23,0,46,45011,0,0,0,0,0,0,53,0,0,0,0,14,0,0,0,0,0,60,5,293,0,0,0,3474,0,0,8893,0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,312,0,25,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,98,0,360,0,0,0,0,0,0,190,0,0,0,4,0,0,0,0,4,9,0,0,1,64,0,0,0,0,0,0,0,559,0,0,0,12,11,0,0,14043,0,243,0,1,0,0,0,0,0,0,189,2825,0,0,793,0,0,0,0,0,0,11,0,0,0,0,0,0,34000,2983,0,0,1,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,5,11508,0,0,5630,1909,0,139,0,0,0,0,2564,5074,0,47,0,9911,0,0,3282,0,65,0,0,3,0,0,81033,54,0,0,0,2155,1261,3050,0,0,0,4070,0,37,416,13,75,664,1088,0,0,2402,3290,62,1725,0,0,65,0,26,0,811,12770,0,0,0,0,18329,0,696,0,0,0,18250,0,0,0,650,1582,0,536,102,0,0,0,0,838,0,3130,8862,0,2231,9,0,77,0,0,0,0,0,0,0,35,0,0,0,0,25,14,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,4279,0,0,869,0,0,0,1283,0,0,0,4989,0,1695,1735,149,227,274,2861,0,153,204,0,0,3,0,0,0,25,0,0,0,7,109,116,0,0,470,0,50464,0,2,10,0,0,0,0,0,2469,6970,0,0,0,2247,0,0,0,0,0,229,0,0,0,0,11,0,11039,11573680,601,0,0,3890,0,0,0,0,0,0
"Micronesia, Fed. Sts.",0,0,0,0,0,0,0,4,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10909,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1245,1,0,0,439,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19765,0,0,9,0,0,0,0,0,0,0
Moldova,0,0,0,0,0,0,0,473,0,0,1210,2426,4167,0,0,0,0,7653,1010,0,0,0,0,8,8,0,0,0,3162,0,0,0,0,0,14178,0,0,0,0,11,137,3,0,0,0,5,0,110,0,0,1107,10740,560,0,0,12,14,88,0,0,0,685,0,0,0,173,6658,0,0,0,2490,27000,0,9866,0,0,0,0,2,0,0,0,0,0,257,28,0,0,0,0,4072,0,11102,176241,0,0,36,12348,11,0,0,0,0,0,2954,0,1699,0,0,0,0,0,1051,15,0,0,0,0,0,0,0,46,0,0,0,5,0,0,0,0,0,0,0,0,0,0,185,0,0,7,0,0,0,913,0,0,0,4,0,0,7,0,595,20377,0,0,151249,294522,0,0,19,0,0,0,280,0,0,0,0,142,368,0,0,0,0,18806,0,0,0,0,0,0,0,0,836,1814,0,808,0,0,0,0,0,0,0,5000,2915,0,0,0,157826,0,2801,42403,3,18850,0,0,0,0,0,0,0,0
Monaco,0,0,0,0,0,0,0,10,0,0,90,27,0,0,0,0,0,0,137,0,0,0,0,0,0,0,155,0,12,0,0,0,0,0,173,0,0,0,0,11,0,3,0,0,0,1,0,0,0,0,0,4,5,0,0,4,0,113,0,0,0,3,0,0,0,7,25326,0,0,0,0,0,0,23920,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,14,0,0,1594,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,15,0,0,0,6,0,0,2,3,26,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,42,0,237,0,0,0,0,0,0,0,0,45,288,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,352,651,2,0,0,3,0,0,0,0,0,0
Mongolia,0,0,0,0,0,0,0,10,0,0,2140,2148,139,0,0,0,0,167,869,0,0,0,0,1,0,0,0,0,104,0,0,0,0,0,1202,0,0,0,0,2,4546,6,0,0,0,15,0,0,7,0,0,5716,59,0,0,4,11,43,0,0,0,34,0,0,0,55,1448,0,0,0,28,0,0,7,0,0,0,0,0,0,0,0,0,0,964,19,0,0,0,0,586,0,0,288,0,0,6,0,34,0,0,27145,0,0,0,0,134,0,0,0,0,0,85,1,0,0,0,0,0,0,0,1,0,0,0,8,0,129,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,146,0,0,0,2,0,0,2,0,345,20,0,0,6,21158,0,0,0,0,0,0,0,1,0,0,0,64,6,0,0,0,0,422,0,0,0,0,0,0,0,0,2609,841,0,0,0,0,0,0,0,0,0,284,0,0,0,0,4413,0,1492,195,0,629,0,0,0,0,0,0,0,0
Montenegro,0,5816,0,0,0,0,0,1236,0,0,1840,1778,0,0,0,0,0,0,26,0,0,0,0,2,4229,0,26,0,41,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,39357,0,0,0,248,226,0,0,125,0,0,0,0,0,3,0,0,0,5,1424,0,0,0,0,22000,0,534,0,0,0,0,0,0,0,0,0,0,66,10,0,0,0,0,27,0,0,2417,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9065,0,9246,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,428,0,0,0,18,0,0,0,0,64,81,5,0,1,263,0,0,0,0,0,0,70735,0,0,0,0,42,4361,0,0,0,0,168,0,0,0,0,0,0,0,0,921,2840,0,0,0,0,0,0,0,0,0,54850,0,0,0,0,0,0,920,24112,0,0,0,276,0,0,0,0,0,0
Morocco,0,0,1087,0,480,0,0,231,0,5,2280,2247,0,4,811,0,0,0,211395,0,0,22,0,24,0,0,622,0,127,0,0,0,0,0,65436,0,0,0,0,108,238,74,0,0,0,21,0,28,10,0,75,464,5555,0,0,34,71,2018,1,0,0,26,0,11,0,2126,940552,0,681,0,0,98000,0,2038,0,0,0,0,323,0,0,0,3,0,259,174,0,0,0,597,676,0,140940,428882,0,0,602,0,36,0,0,0,0,3045,0,0,16,193,0,0,5008,0,0,260,0,0,0,0,255,0,0,279,0,740,0,446,0,0,335,0,0,0,0,0,0,0,168475,769,0,0,0,0,0,5673,0,0,0,81,0,0,48,6,341,2033,0,1782,170,1101,0,0,19,0,0,4016,32,11,0,0,0,58,48,56,0,1791,0,786598,0,0,0,0,0,0,0,0,9480,17562,0,0,0,0,0,0,0,0,6218,716,0,0,0,0,1754,8529,27000,80384,43,0,0,1023,0,0,0,0,0,0
Mozambique,0,0,0,0,0,1692,0,16,0,0,990,94,0,0,0,0,0,0,462,0,0,0,0,3,0,1227,1747,0,50,0,0,26,0,0,1307,0,0,0,0,58,112,9,0,0,0,12,0,0,0,0,13,6,175,0,0,17,0,24,1,0,1113,2,0,0,0,71,1309,0,0,0,0,0,0,63,0,0,0,0,18,0,0,0,0,0,20,22,0,0,0,0,98,0,0,862,0,0,2,0,1324,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,55184,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,125,0,647,0,0,2,0,0,0,186,0,0,0,3,0,0,3,0,29,72541,0,0,1,111,0,0,0,111,0,0,0,1,0,0,0,4,6,0,0,675480,0,1208,0,0,0,0,0,0,0,10805,330,1382,0,0,17460,0,0,0,0,0,0,10,0,0,0,42,15,0,7025,2540,6,0,0,53,0,0,0,0,1364,94382
Myanmar,0,0,0,0,0,0,0,9,0,0,32540,115,0,0,0,239742,0,0,224,0,0,3,37,0,0,0,14,0,0,0,0,0,53,0,9394,0,0,0,0,2,39776,5,0,0,0,12,0,0,0,0,52,237,1823,0,0,8,11,17,2,0,0,2,0,0,0,1180,479,0,0,0,0,2282,0,22,0,0,0,0,1,0,0,0,0,0,14,1,50081,0,0,0,243,0,0,448,0,99,23,0,69,0,0,4748,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,308337,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,0,2258,0,0,0,0,3146,0,2303,0,101,0,0,1,434,6,4,0,0,0,626,0,0,0,0,242510,0,0,0,0,0,0,4,4,0,0,355,0,87,51,0,0,0,0,0,0,0,1511,289,0,0,0,1835106,0,0,0,0,0,43,0,0,0,0,0,0,10710,142494,0,0,2,0,11695,0,0,0,0,0
Namibia,0,0,0,0,0,6046,0,6,0,0,1370,223,0,0,0,0,0,0,73,0,0,3,0,0,0,1911,59,0,6,0,0,0,0,0,790,0,0,0,0,8,134,0,0,0,0,4,0,0,3,0,5,50,45,0,0,0,3,251,0,0,0,2,0,0,0,94,174,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,20,38,0,0,0,0,68,0,0,98,0,0,2,0,67,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,88,0,0,0,3,0,0,1,0,6,19,0,0,0,121,0,0,0,0,0,0,0,3,0,0,0,1,6,0,0,174043,0,127,0,0,0,0,0,0,0,0,131,281,0,0,1953,0,0,0,0,0,0,4,0,0,0,0,3,0,2171,924,7,0,0,0,0,0,0,0,660,0
Nepal,0,0,0,0,0,0,0,2,0,2,50440,690,0,0,3888,39988,0,0,3727,0,0,33,769,6,0,0,61,5649,10,0,0,0,46,0,9702,0,0,0,0,11,2401,0,0,0,0,119,0,0,0,0,67,305,3044,0,0,0,3,7,0,0,0,46,0,0,0,2735,1344,0,0,0,17,3936,0,51,0,0,0,0,24,0,0,0,0,9479,72,104,537517,0,0,0,509,0,0,2014,0,0,182,0,52,0,0,11479,0,56135,0,0,13,0,0,0,0,0,0,34,0,0,0,0,209121,0,0,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,1800,0,1504,3,0,0,140,1658,0,0,0,2,0,0,1,70,60,549,0,341000,0,175,0,0,0,0,455905,0,0,176,0,0,0,10,25,0,0,209,0,3960,344,0,0,0,0,0,0,0,853,972,0,0,0,11514,0,0,0,0,0,16,0,0,0,0,48,26595,70487,129450,1,0,1,0,2420,0,0,0,0,0
Netherlands,0,0,393,0,223,0,16,1390,0,4615,82570,8418,0,56,303,0,0,0,129755,0,0,47,21,397,15,754,4073,1454,1163,0,0,37,30,386,128873,51,35,0,0,813,3378,376,0,0,0,1026,0,787,22,9702,567,5257,6309,0,10,799,1209,933,33,0,0,319,0,15,0,1494,44504,0,0,0,11,149160,284,3735,0,0,0,145,36,0,0,0,91,1035,3537,306,0,7110,0,0,5355,0,5030,12685,0,1405,200,0,656,0,0,0,0,1067,0,0,137,0,0,58,1809,78,101,4734,0,0,0,0,859,0,0,532,0,54,0,1621,0,0,469,0,133,0,0,0,478,0,0,0,21137,272,0,0,0,8807,1412,0,0,497,0,46,790,498,2776,4092,36,666,466,548,0,0,0,0,0,0,746,4,0,0,755,631,866,0,0,33217,0,44648,0,5,20,0,0,0,10719,0,10656,22975,0,51,0,5619,0,0,0,0,0,32345,0,0,0,312,89,3010,72000,79902,112,0,4,700,0,0,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,234,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,61,0,98,362,1,0,255,0,0,0,0,0,0,0
New Zealand,0,0,0,1028,0,0,12,11,0,0,607230,482,0,25,0,0,0,0,394,0,0,62,25,66,3,0,334,25363,63,0,0,0,0,0,12046,74,0,0,0,178,3656,54,0,0,0,49,0,130,0,1,109,275,617,0,0,8,167,87,3,0,0,16,0,8,1987,226,1987,132,0,0,0,3251,0,482,0,0,0,0,1,0,0,0,2,2282,191,56,0,0,0,0,2442,96,0,871,0,4398,63,0,65,55,0,2387,0,0,0,0,10,0,0,0,0,0,0,25,0,0,0,0,5847,26,0,53,9,0,0,105,14,0,19,0,0,0,0,0,45,0,3866,157,0,1,0,0,0,633,0,0,0,51,1870,15,111,395,114,47,7,0,49,86,0,3818,0,0,0,0,23,1,0,4061,4,49,83,232,0,5166,0,914,111,0,1,0,0,0,0,25,1094,1856,0,112,0,1852,186,0,0,0,0,430,0,0,4,0,27,0,66000,33605,42,0,318,18,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,279,0,107,850,237,0,10,0,0,0,0,309,0,0,3,0,115,0,0,449,0,47,0,0,0,0,0,10525,510,0,0,0,296,0,611,0,0,0,294018,0,0,279,0,13,27,144,0,0,574,575,1,7874,0,0,3,0,0,0,107,656,0,0,0,0,1524,0,157,0,0,0,8908,4,0,0,0,7844,0,25,7,0,0,0,0,34,0,0,1227,186,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4196,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,195,0,0,0,13335,0,27,189,0,6,15,307,0,0,60,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,178,0,25349,0,0,0,0,0,0,0,0,804,652,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,332,243024,54,0,0,2076,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,160,0,1,40,42,0,0,0,0,0,0,1939,0,78209,0,0,10,0,0,16,0,1,13163,0,0,0,17305,725,39,692,2950,0,13,349,0,0,0,0,1,55979,0,0,0,11,6,9,0,0,4,14,147,0,0,0,0,0,0,0,19,5585,0,0,0,0,1177,9205,111,0,0,0,0,885,0,0,0,0,0,9,0,0,0,0,0,138,0,0,1017,0,0,9,0,57,0,0,0,0,0,0,0,0,0,0,224,364,0,0,13,0,0,0,0,0,0,6039,46,0,328,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,116114,0,59,0,0,0,0,0,0,2,0,4,0,0,0,0,30,0,0,0,0,0,1647,0,0,153,0,0,6,2,0,0,31,0,282,0,0,0,0,0,0,0,0,48,207,0,25,0,0,0,67214,0,0,0,4,0,0,0,0,54,0,177,547,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,634,0,0,0,42,44,0,4,8980,8212,0,166,2003,0,0,0,5859,50,46036,186,0,13,0,770,1370,0,141,5201,0,686,0,115519,32118,15,2453,13199,0,25,1331,49,0,0,0,57,43761,28,5,0,360,1214,1336,0,50,58,74,1173,0,394,0,210,0,8,0,2400,5854,0,22779,0,0,25000,70705,3935,0,0,0,0,578,0,0,0,0,0,1675,85,639,0,0,0,23546,0,0,65129,0,2871,25,0,976,0,0,1600,0,4839,0,0,15,0,0,5152,2913,0,22,8,0,0,0,0,1350,0,12442,426,0,0,0,455,0,0,0,0,0,0,0,0,910,0,7089,0,0,24,98849,0,0,1795,0,0,0,38,0,0,16,198,408,276,0,4152,224,796,0,0,1,363,0,826,0,137,2091,0,0,119,80,0,0,27326,3541,35550,0,14,13,0,0,17488,0,1,4669,3559,0,0,0,1556,0,32796,0,505,553,1039,0,0,0,3,305,14971,190000,306874,14,0,0,106,0,0,0,0,532,0
Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7298,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,264,0,1,4520,801,0,12,0,14651,0,60,1198,0,0,12,0,100,0,464,703,0,265,0,0,0,0,0,6204,0,0,0,0,424,850,87,0,0,0,160,0,110,2,1,235,303,15556,0,0,92,344,139,8,0,0,268,0,384,0,1690,4131,0,0,0,0,9507,0,507,68,0,0,0,1,0,0,0,8,0,1307,1056,0,0,0,0,519,0,0,1694,0,474,43,0,160,0,0,0,0,0,0,0,311,0,0,0,342,6,886,186,0,0,0,0,303,0,0,82,0,0,0,70,0,0,47,0,0,0,0,0,48,0,2700,0,0,14,0,0,0,0,0,0,0,79,0,16,125,673,1638,343,0,0,346,701,0,0,0,0,0,0,137,1,0,0,2,841,62,0,0,1838,0,14064,117,0,0,0,0,0,0,0,42074,2201,0,0,0,3782,0,0,0,0,0,5263,0,0,0,0,187,0,18000,22669,23,0,0,91,696,0,0,0,0,0
Oman,0,0,376,0,0,0,0,23,0,0,1830,149,0,0,0,0,0,0,38,0,0,1,0,0,0,0,23,0,3,0,0,0,0,0,1609,0,0,0,0,6,0,6,0,0,0,3,0,0,6,0,75,0,4,0,0,0,11,697,0,0,0,1,0,0,0,9,114,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,159,0,0,396,0,0,641,0,297,0,0,0,0,0,0,0,0,205,0,0,1730,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,46,0,0,0,3,0,0,1,420,3,5,0,0,0,52,11,0,0,0,0,0,0,1,0,0,0,4,2,0,0,51,0,51,332,0,0,0,0,0,0,0,60,100,0,36,0,0,0,0,0,0,0,38,0,0,0,0,28,0,5222,1288,2,0,0,0,0,0,9371,0,0,0
Pakistan,95041,0,546,0,0,0,0,64,0,4,63490,6124,0,12,87892,0,0,46,12979,0,0,36,24,23,0,725,315,867,128,0,0,0,42,0,159131,144,0,0,0,199,7746,43,0,0,0,26,0,0,0,0,612,1055,13779,0,7,229,78,1013,2,0,0,89,0,0,2125,2456,24140,0,0,0,86,63000,103,30727,0,0,0,27,18,0,0,0,0,7672,442,47,1095149,8412,28292,695,9914,0,0,97845,0,12695,3280,0,1142,0,171,10382,0,340481,0,0,29,1049,234,0,2514,0,49,21,0,0,2249,0,27395,315,0,228,0,0,187,225,0,0,0,19,0,0,1420,3683,153,13882,12276,0,3039,5,0,0,0,19722,218522,0,0,86,0,16,85,514,229,2000,14,135876,381,728,0,0,0,0,1343737,0,0,24,134,133306,0,98,46,170,0,16517,0,79876,829,0,18,0,0,0,0,0,11469,4687,0,157,2995,5504,255,0,0,0,0,1685,0,0,0,976,432,950145,523000,382852,1,0,1,14,617,0,0,0,0,0
Palau,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,1485,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,0,0,0,0,207,0,0,0,0,0
Panama,0,0,0,0,0,0,0,711,0,16,260,67,0,54,0,0,0,0,172,0,0,15,0,113,0,0,637,0,10,0,0,0,0,0,3325,177,0,0,0,639,905,2208,0,0,0,11493,0,0,86,0,23,57,61,0,0,967,1403,1,453,0,0,1,0,0,0,26,543,0,0,0,0,735,0,154,0,0,0,312,0,0,0,0,401,0,34,5,0,0,0,0,33,0,0,1010,112,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1339,0,0,0,0,0,0,0,0,0,0,321,0,0,417,0,0,0,67,0,0,0,0,0,45,404,17,36,36,1483,0,21,25,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,96,0,4575,0,0,28,0,0,0,0,0,293,491,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,0,629,94958,64,0,0,893,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,1,0,0,33510,78,0,0,0,0,0,0,32,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,476,0,0,0,0,5,100,1,0,0,0,0,0,0,2,0,0,4,5,0,0,0,3,1,0,0,0,3,0,0,0,11,63,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,4,1,0,0,0,0,25,0,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,1436,0,0,0,0,9,0,0,0,1,0,0,8,61,0,3,0,0,0,2,0,53,0,0,0,0,0,3,0,0,0,3,3,552,0,96,0,30,0,0,0,0,0,0,0,0,31,256,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,982,2732,0,0,65,2,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,704503,0,3,490,225,0,0,0,0,0,0,478,0,0,0,0,4460,0,0,48098,0,2,0,0,0,0,0,8743,0,0,0,0,1519,0,231,0,0,0,128,0,0,7,0,11,65,60,0,0,85,354,1,11,0,0,2,0,19,0,25,1047,0,0,0,0,5105,0,85,0,0,0,61,0,0,0,0,35,0,17,3,0,0,0,0,53,0,0,2697,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,502,0,0,0,0,0,0,0,0,0,0,209,0,0,7,0,0,0,156,0,0,0,125,0,0,636,24,3,55,0,0,17,36,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,195,0,79931,0,0,0,0,0,0,0,0,202,1118,0,0,0,0,0,0,0,0,0,12,0,0,0,0,189,0,668,31257,1781,0,0,217,0,0,0,0,0,0
